user_id,item_id,skill_id,correct,order_id
5,decimal_comparison_q3,decimal_comparison,0,2
5,decimal_comparison_q4,decimal_comparison,1,3
5,decimal_comparison_q5,decimal_comparison,1,4
5,decimal_comparison_q6,decimal_comparison,1,5
5,decimal_comparison_q7,decimal_comparison,1,6
5,decimal_comparison_q8,decimal_comparison,1,7
5,decimal_comparison_q9,decimal_comparison,0,8
5,decimal_comparison_q10,decimal_comparison,1,9
5,decimal_addition_q1,decimal_addition,0,10
5,decimal_addition_q2,decimal_addition,1,11
5,decimal_addition_q3,decimal_addition,0,12
5,decimal_addition_q4,decimal_addition,1,13
5,decimal_addition_q5,decimal_addition,1,14
5,decimal_addition_q6,decimal_addition,0,15
5,decimal_addition_q7,decimal_addition,0,16
5,decimal_addition_q8,decimal_addition,0,17
5,decimal_addition_q9,decimal_addition,1,18
5,decimal_addition_q10,decimal_addition,1,19
5,place_value_q1,place_value,1,20
5,place_value_q2,place_value,0,21
5,place_value_q3,place_value,0,22
5,place_value_q4,place_value,0,23
5,place_value_q5,place_value,1,24
5,place_value_q6,place_value,0,25
5,place_value_q7,place_value,0,26
5,place_value_q8,place_value,0,27
5,place_value_q9,place_value,0,28
5,place_value_q10,place_value,1,29
6,decimal_comparison_q1,decimal_comparison,0,0
6,decimal_comparison_q2,decimal_comparison,0,1
6,decimal_comparison_q3,decimal_comparison,0,2
6,decimal_comparison_q4,decimal_comparison,0,3
6,decimal_comparison_q5,decimal_comparison,0,4
6,decimal_comparison_q6,decimal_comparison,0,5
6,decimal_comparison_q7,decimal_comparison,0,6
6,decimal_comparison_q8,decimal_comparison,0,7
6,decimal_comparison_q9,decimal_comparison,0,8
6,decimal_comparison_q10,decimal_comparison,1,9
6,decimal_addition_q1,decimal_addition,0,10
6,decimal_addition_q2,decimal_addition,0,11
6,decimal_addition_q3,decimal_addition,0,12
6,decimal_addition_q4,decimal_addition,0,13
6,decimal_addition_q5,decimal_addition,0,14
6,decimal_addition_q6,decimal_addition,0,15
6,decimal_addition_q7,decimal_addition,0,16
6,decimal_addition_q8,decimal_addition,0,17
6,decimal_addition_q9,decimal_addition,0,18
6,decimal_addition_q10,decimal_addition,0,19
6,place_value_q1,place_value,0,20
6,place_value_q2,place_value,0,21
6,place_value_q3,place_value,1,22
6,place_value_q4,place_value,0,23
6,place_value_q5,place_value,0,24
6,place_value_q6,place_value,0,25
6,place_value_q7,place_value,1,26
6,place_value_q8,place_value,1,27
6,place_value_q9,place_value,0,28
6,place_value_q10,place_value,0,29
7,decimal_comparison_q1,decimal_comparison,1,0
7,decimal_comparison_q2,decimal_comparison,1,1
7,decimal_comparison_q3,decimal_comparison,1,2
7,decimal_comparison_q4,decimal_comparison,0,3
7,decimal_comparison_q5,decimal_comparison,0,4
7,decimal_comparison_q6,decimal_comparison,1,5
7,decimal_comparison_q7,decimal_comparison,1,6
7,decimal_comparison_q8,decimal_comparison,1,7
7,decimal_comparison_q9,decimal_comparison,0,8
7,decimal_comparison_q10,decimal_comparison,0,9
7,decimal_addition_q1,decimal_addition,0,10
7,decimal_addition_q2,decimal_addition,0,11
7,decimal_addition_q3,decimal_addition,0,12
7,decimal_addition_q4,decimal_addition,1,13
7,decimal_addition_q5,decimal_addition,1,14
7,decimal_addition_q6,decimal_addition,0,15
7,decimal_addition_q7,decimal_addition,1,16
7,decimal_addition_q8,decimal_addition,1,17
7,decimal_addition_q9,decimal_addition,1,18
7,decimal_addition_q10,decimal_addition,0,19
7,place_value_q1,place_value,1,20
7,place_value_q2,place_value,1,21
7,place_value_q3,place_value,1,22
7,place_value_q4,place_value,0,23
7,place_value_q5,place_value,0,24
7,place_value_q6,place_value,1,25
7,place_value_q7,place_value,0,26
7,place_value_q8,place_value,1,27
7,place_value_q9,place_value,1,28
7,place_value_q10,place_value,0,29
8,decimal_comparison_q1,decimal_comparison,1,0
8,decimal_comparison_q2,decimal_comparison,0,1
8,decimal_comparison_q3,decimal_comparison,1,2
8,decimal_comparison_q4,decimal_comparison,1,3
8,decimal_comparison_q5,decimal_comparison,1,4
8,decimal_comparison_q6,decimal_comparison,1,5
8,decimal_comparison_q7,decimal_comparison,1,6
8,decimal_comparison_q8,decimal_comparison,1,7
8,decimal_comparison_q9,decimal_comparison,0,8
8,decimal_comparison_q10,decimal_comparison,1,9
8,decimal_addition_q1,decimal_addition,0,10
8,decimal_addition_q2,decimal_addition,1,11
8,decimal_addition_q3,decimal_addition,1,12
8,decimal_addition_q4,decimal_addition,1,13
8,decimal_addition_q5,decimal_addition,1,14
8,decimal_addition_q6,decimal_addition,1,15
8,decimal_addition_q7,decimal_addition,1,16
8,decimal_addition_q8,decimal_addition,1,17
8,decimal_addition_q9,decimal_addition,1,18
8,decimal_addition_q10,decimal_addition,1,19
8,place_value_q1,place_value,1,20
8,place_value_q2,place_value,1,21
8,place_value_q3,place_value,0,22
8,place_value_q4,place_value,0,23
8,place_value_q5,place_value,0,24
8,place_value_q6,place_value,1,25
8,place_value_q7,place_value,1,26
8,place_value_q8,place_value,0,27
8,place_value_q9,place_value,1,28
8,place_value_q10,place_value,0,29
9,decimal_comparison_q1,decimal_comparison,1,0
9,decimal_comparison_q2,decimal_comparison,0,1
9,decimal_comparison_q3,decimal_comparison,0,2
9,decimal_comparison_q4,decimal_comparison,0,3
9,decimal_comparison_q5,decimal_comparison,1,4
9,decimal_comparison_q6,decimal_comparison,1,5
9,decimal_comparison_q7,decimal_comparison,0,6
9,decimal_comparison_q8,decimal_comparison,0,7
9,decimal_comparison_q9,decimal_comparison,1,8
9,decimal_comparison_q10,decimal_comparison,1,9
9,decimal_addition_q1,decimal_addition,0,10
9,decimal_addition_q2,decimal_addition,0,11
9,decimal_addition_q3,decimal_addition,1,12
9,decimal_addition_q4,decimal_addition,1,13
9,decimal_addition_q5,decimal_addition,1,14
9,decimal_addition_q6,decimal_addition,1,15
9,decimal_addition_q7,decimal_addition,0,16
9,decimal_addition_q8,decimal_addition,0,17
9,decimal_addition_q9,decimal_addition,1,18
9,decimal_addition_q10,decimal_addition,1,19
9,place_value_q1,place_value,1,20
9,place_value_q2,place_value,1,21
9,place_value_q3,place_value,0,22
9,place_value_q4,place_value,0,23
9,place_value_q5,place_value,1,24
9,place_value_q6,place_value,1,25
9,place_value_q7,place_value,1,26
9,place_value_q8,place_value,1,27
9,place_value_q9,place_value,1,28
9,place_value_q10,place_value,0,29
10,decimal_comparison_q1,decimal_comparison,0,0
10,decimal_comparison_q2,decimal_comparison,0,1
10,decimal_comparison_q3,decimal_comparison,0,2
10,decimal_comparison_q4,decimal_comparison,0,3
10,decimal_comparison_q5,decimal_comparison,0,4
10,decimal_comparison_q6,decimal_comparison,0,5
10,decimal_comparison_q7,decimal_comparison,0,6
10,decimal_comparison_q8,decimal_comparison,0,7
10,decimal_comparison_q9,decimal_comparison,0,8
10,decimal_comparison_q10,decimal_comparison,0,9
10,decimal_addition_q1,decimal_addition,1,10
10,decimal_addition_q2,decimal_addition,0,11
10,decimal_addition_q3,decimal_addition,0,12
10,decimal_addition_q4,decimal_addition,0,13
10,decimal_addition_q5,decimal_addition,0,14
10,decimal_addition_q6,decimal_addition,0,15
10,decimal_addition_q7,decimal_addition,0,16
10,decimal_addition_q8,decimal_addition,0,17
10,decimal_addition_q9,decimal_addition,0,18
10,decimal_addition_q10,decimal_addition,0,19
10,place_value_q1,place_value,0,20
10,place_value_q2,place_value,0,21
10,place_value_q3,place_value,0,22
10,place_value_q4,place_value,1,23
10,place_value_q5,place_value,0,24
10,place_value_q6,place_value,0,25
10,place_value_q7,place_value,1,26
10,place_value_q8,place_value,0,27
10,place_value_q9,place_value,0,28
10,place_value_q10,place_value,0,29
11,decimal_comparison_q1,decimal_comparison,1,0
11,decimal_comparison_q2,decimal_comparison,1,1
11,decimal_comparison_q3,decimal_comparison,1,2
11,decimal_comparison_q4,decimal_comparison,1,3
11,decimal_comparison_q5,decimal_comparison,1,4
11,decimal_comparison_q6,decimal_comparison,1,5
11,decimal_comparison_q7,decimal_comparison,1,6
11,decimal_comparison_q8,decimal_comparison,1,7
11,decimal_comparison_q9,decimal_comparison,0,8
11,decimal_comparison_q10,decimal_comparison,1,9
11,decimal_addition_q1,decimal_addition,1,10
11,decimal_addition_q2,decimal_addition,1,11
11,decimal_addition_q3,decimal_addition,1,12
11,decimal_addition_q4,decimal_addition,1,13
11,decimal_addition_q5,decimal_addition,1,14
11,decimal_addition_q6,decimal_addition,0,15
11,decimal_addition_q7,decimal_addition,1,16
11,decimal_addition_q8,decimal_addition,1,17
11,decimal_addition_q9,decimal_addition,1,18
11,decimal_addition_q10,decimal_addition,1,19
11,place_value_q1,place_value,0,20
11,place_value_q2,place_value,0,21
11,place_value_q3,place_value,1,22
11,place_value_q4,place_value,1,23
11,place_value_q5,place_value,1,24
11,place_value_q6,place_value,1,25
11,place_value_q7,place_value,1,26
11,place_value_q8,place_value,1,27
11,place_value_q9,place_value,1,28
11,place_value_q10,place_value,1,29
12,decimal_comparison_q1,decimal_comparison,1,0
12,decimal_comparison_q2,decimal_comparison,1,1
12,decimal_comparison_q3,decimal_comparison,1,2
12,decimal_comparison_q4,decimal_comparison,1,3
12,decimal_comparison_q5,decimal_comparison,1,4
12,decimal_comparison_q6,decimal_comparison,0,5
12,decimal_comparison_q7,decimal_comparison,1,6
12,decimal_comparison_q8,decimal_comparison,1,7
12,decimal_comparison_q9,decimal_comparison,1,8
12,decimal_comparison_q10,decimal_comparison,1,9
12,decimal_addition_q1,decimal_addition,1,10
12,decimal_addition_q2,decimal_addition,1,11
12,decimal_addition_q3,decimal_addition,0,12
12,decimal_addition_q4,decimal_addition,1,13
12,decimal_addition_q5,decimal_addition,1,14
12,decimal_addition_q6,decimal_addition,1,15
12,decimal_addition_q7,decimal_addition,1,16
12,decimal_addition_q8,decimal_addition,1,17
12,decimal_addition_q9,decimal_addition,0,18
12,decimal_addition_q10,decimal_addition,1,19
12,place_value_q1,place_value,0,20
12,place_value_q2,place_value,0,21
12,place_value_q3,place_value,1,22
12,place_value_q4,place_value,1,23
12,place_value_q5,place_value,1,24
12,place_value_q6,place_value,1,25
12,place_value_q7,place_value,1,26
12,place_value_q8,place_value,1,27
12,place_value_q9,place_value,1,28
12,place_value_q10,place_value,1,29
13,decimal_comparison_q1,decimal_comparison,0,0
13,decimal_comparison_q2,decimal_comparison,1,1
13,decimal_comparison_q3,decimal_comparison,1,2
13,decimal_comparison_q4,decimal_comparison,1,3
13,decimal_comparison_q5,decimal_comparison,1,4
13,decimal_comparison_q6,decimal_comparison,1,5
13,decimal_comparison_q7,decimal_comparison,0,6
13,decimal_comparison_q8,decimal_comparison,0,7
13,decimal_comparison_q9,decimal_comparison,0,8
13,decimal_comparison_q10,decimal_comparison,0,9
13,decimal_addition_q1,decimal_addition,1,10
13,decimal_addition_q2,decimal_addition,0,11
13,decimal_addition_q3,decimal_addition,0,12
13,decimal_addition_q4,decimal_addition,1,13
13,decimal_addition_q5,decimal_addition,0,14
13,decimal_addition_q6,decimal_addition,1,15
13,decimal_addition_q7,decimal_addition,1,16
13,decimal_addition_q8,decimal_addition,0,17
13,decimal_addition_q9,decimal_addition,1,18
13,decimal_addition_q10,decimal_addition,1,19
13,place_value_q1,place_value,0,20
13,place_value_q2,place_value,1,21
13,place_value_q3,place_value,0,22
13,place_value_q4,place_value,1,23
13,place_value_q5,place_value,0,24
13,place_value_q6,place_value,1,25
13,place_value_q7,place_value,0,26
13,place_value_q8,place_value,0,27
13,place_value_q9,place_value,1,28
13,place_value_q10,place_value,0,29
14,decimal_comparison_q1,decimal_comparison,1,0
14,decimal_comparison_q2,decimal_comparison,0,1
14,decimal_comparison_q3,decimal_comparison,0,2
14,decimal_comparison_q4,decimal_comparison,1,3
14,decimal_comparison_q5,decimal_comparison,1,4
14,decimal_comparison_q6,decimal_comparison,1,5
14,decimal_comparison_q7,decimal_comparison,1,6
14,decimal_comparison_q8,decimal_comparison,1,7
14,decimal_comparison_q9,decimal_comparison,1,8
14,decimal_comparison_q10,decimal_comparison,1,9
14,decimal_addition_q1,decimal_addition,0,10
14,decimal_addition_q2,decimal_addition,0,11
14,decimal_addition_q3,decimal_addition,1,12
14,decimal_addition_q4,decimal_addition,1,13
14,decimal_addition_q5,decimal_addition,1,14
14,decimal_addition_q6,decimal_addition,1,15
14,decimal_addition_q7,decimal_addition,1,16
14,decimal_addition_q8,decimal_addition,0,17
14,decimal_addition_q9,decimal_addition,1,18
14,decimal_addition_q10,decimal_addition,1,19
14,place_value_q1,place_value,1,20
14,place_value_q2,place_value,0,21
14,place_value_q3,place_value,1,22
14,place_value_q4,place_value,1,23
14,place_value_q5,place_value,1,24
14,place_value_q6,place_value,1,25
14,place_value_q7,place_value,1,26
14,place_value_q8,place_value,0,27
14,place_value_q9,place_value,1,28
14,place_value_q10,place_value,1,29
15,decimal_comparison_q1,decimal_comparison,1,0
15,decimal_comparison_q2,decimal_comparison,1,1
15,decimal_comparison_q3,decimal_comparison,1,2
15,decimal_comparison_q4,decimal_comparison,1,3
15,decimal_comparison_q5,decimal_comparison,0,4
15,decimal_comparison_q6,decimal_comparison,0,5
15,decimal_comparison_q7,decimal_comparison,1,6
15,decimal_comparison_q8,decimal_comparison,0,7
15,decimal_comparison_q9,decimal_comparison,0,8
15,decimal_comparison_q10,decimal_comparison,1,9
15,decimal_addition_q1,decimal_addition,0,10
15,decimal_addition_q2,decimal_addition,0,11
15,decimal_addition_q3,decimal_addition,0,12
15,decimal_addition_q4,decimal_addition,0,13
15,decimal_addition_q5,decimal_addition,0,14
15,decimal_addition_q6,decimal_addition,0,15
15,decimal_addition_q7,decimal_addition,0,16
15,decimal_addition_q8,decimal_addition,0,17
15,decimal_addition_q9,decimal_addition,1,18
15,decimal_addition_q10,decimal_addition,0,19
15,place_value_q1,place_value,1,20
15,place_value_q2,place_value,0,21
15,place_value_q3,place_value,0,22
15,place_value_q4,place_value,1,23
15,place_value_q5,place_value,0,24
15,place_value_q6,place_value,1,25
15,place_value_q7,place_value,0,26
15,place_value_q8,place_value,1,27
15,place_value_q9,place_value,0,28
15,place_value_q10,place_value,1,29
16,decimal_comparison_q1,decimal_comparison,0,0
16,decimal_comparison_q2,decimal_comparison,1,1
16,decimal_comparison_q3,decimal_comparison,0,2
16,decimal_comparison_q4,decimal_comparison,0,3
16,decimal_comparison_q5,decimal_comparison,1,4
16,decimal_comparison_q6,decimal_comparison,0,5
16,decimal_comparison_q7,decimal_comparison,0,6
16,decimal_comparison_q8,decimal_comparison,0,7
16,decimal_comparison_q9,decimal_comparison,0,8
16,decimal_comparison_q10,decimal_comparison,0,9
16,decimal_addition_q1,decimal_addition,0,10
16,decimal_addition_q2,decimal_addition,1,11
16,decimal_addition_q3,decimal_addition,0,12
16,decimal_addition_q4,decimal_addition,0,13
16,decimal_addition_q5,decimal_addition,1,14
16,decimal_addition_q6,decimal_addition,1,15
16,decimal_addition_q7,decimal_addition,0,16
16,decimal_addition_q8,decimal_addition,0,17
16,decimal_addition_q9,decimal_addition,0,18
16,decimal_addition_q10,decimal_addition,0,19
16,place_value_q1,place_value,0,20
16,place_value_q2,place_value,0,21
16,place_value_q3,place_value,0,22
16,place_value_q4,place_value,0,23
16,place_value_q5,place_value,1,24
16,place_value_q6,place_value,1,25
16,place_value_q7,place_value,0,26
16,place_value_q8,place_value,0,27
16,place_value_q9,place_value,0,28
16,place_value_q10,place_value,1,29
17,decimal_comparison_q1,decimal_comparison,1,0
17,decimal_comparison_q2,decimal_comparison,1,1
17,decimal_comparison_q3,decimal_comparison,1,2
17,decimal_comparison_q4,decimal_comparison,1,3
17,decimal_comparison_q5,decimal_comparison,0,4
17,decimal_comparison_q6,decimal_comparison,0,5
17,decimal_comparison_q7,decimal_comparison,1,6
17,decimal_comparison_q8,decimal_comparison,1,7
17,decimal_comparison_q9,decimal_comparison,0,8
17,decimal_comparison_q10,decimal_comparison,0,9
17,decimal_addition_q1,decimal_addition,0,10
17,decimal_addition_q2,decimal_addition,1,11
17,decimal_addition_q3,decimal_addition,1,12
17,decimal_addition_q4,decimal_addition,0,13
17,decimal_addition_q5,decimal_addition,0,14
17,decimal_addition_q6,decimal_addition,0,15
17,decimal_addition_q7,decimal_addition,1,16
17,decimal_addition_q8,decimal_addition,1,17
17,decimal_addition_q9,decimal_addition,1,18
17,decimal_addition_q10,decimal_addition,0,19
17,place_value_q1,place_value,0,20
17,place_value_q2,place_value,0,21
17,place_value_q3,place_value,0,22
17,place_value_q4,place_value,1,23
17,place_value_q5,place_value,1,24
17,place_value_q6,place_value,1,25
17,place_value_q7,place_value,1,26
17,place_value_q8,place_value,0,27
17,place_value_q9,place_value,1,28
17,place_value_q10,place_value,1,29
18,decimal_comparison_q1,decimal_comparison,0,0
18,decimal_comparison_q2,decimal_comparison,1,1
18,decimal_comparison_q3,decimal_comparison,1,2
18,decimal_comparison_q4,decimal_comparison,1,3
18,decimal_comparison_q5,decimal_comparison,0,4
18,decimal_comparison_q6,decimal_comparison,1,5
18,decimal_comparison_q7,decimal_comparison,1,6
18,decimal_comparison_q8,decimal_comparison,1,7
18,decimal_comparison_q9,decimal_comparison,1,8
18,decimal_comparison_q10,decimal_comparison,1,9
18,decimal_addition_q1,decimal_addition,1,10
18,decimal_addition_q2,decimal_addition,0,11
18,decimal_addition_q3,decimal_addition,1,12
18,decimal_addition_q4,decimal_addition,0,13
18,decimal_addition_q5,decimal_addition,1,14
18,decimal_addition_q6,decimal_addition,0,15
18,decimal_addition_q7,decimal_addition,1,16
18,decimal_addition_q8,decimal_addition,1,17
18,decimal_addition_q9,decimal_addition,0,18
18,decimal_addition_q10,decimal_addition,1,19
18,place_value_q1,place_value,1,20
18,place_value_q2,place_value,1,21
18,place_value_q3,place_value,0,22
18,place_value_q4,place_value,1,23
18,place_value_q5,place_value,0,24
18,place_value_q6,place_value,1,25
18,place_value_q7,place_value,1,26
18,place_value_q8,place_value,1,27
18,place_value_q9,place_value,1,28
18,place_value_q10,place_value,1,29
19,decimal_comparison_q1,decimal_comparison,1,0
19,decimal_comparison_q2,decimal_comparison,0,1
19,decimal_comparison_q3,decimal_comparison,0,2
19,decimal_comparison_q4,decimal_comparison,1,3
19,decimal_comparison_q5,decimal_comparison,0,4
19,decimal_comparison_q6,decimal_comparison,0,5
19,decimal_comparison_q7,decimal_comparison,1,6
19,decimal_comparison_q8,decimal_comparison,1,7
19,decimal_comparison_q9,decimal_comparison,0,8
19,decimal_comparison_q10,decimal_comparison,1,9
19,decimal_addition_q1,decimal_addition,0,10
19,decimal_addition_q2,decimal_addition,0,11
19,decimal_addition_q3,decimal_addition,0,12
19,decimal_addition_q4,decimal_addition,1,13
19,decimal_addition_q5,decimal_addition,0,14
19,decimal_addition_q6,decimal_addition,0,15
19,decimal_addition_q7,decimal_addition,0,16
19,decimal_addition_q8,decimal_addition,0,17
19,decimal_addition_q9,decimal_addition,0,18
19,decimal_addition_q10,decimal_addition,0,19
19,place_value_q1,place_value,0,20
19,place_value_q2,place_value,0,21
19,place_value_q3,place_value,0,22
19,place_value_q4,place_value,0,23
19,place_value_q5,place_value,0,24
19,place_value_q6,place_value,0,25
19,place_value_q7,place_value,1,26
19,place_value_q8,place_value,0,27
19,place_value_q9,place_value,0,28
19,place_value_q10,place_value,0,29
20,decimal_comparison_q1,decimal_comparison,0,0
20,decimal_comparison_q2,decimal_comparison,0,1
20,decimal_comparison_q3,decimal_comparison,0,2
20,decimal_comparison_q4,decimal_comparison,0,3
20,decimal_comparison_q5,decimal_comparison,0,4
20,decimal_comparison_q6,decimal_comparison,0,5
20,decimal_comparison_q7,decimal_comparison,0,6
20,decimal_comparison_q8,decimal_comparison,0,7
20,decimal_comparison_q9,decimal_comparison,0,8
20,decimal_comparison_q10,decimal_comparison,0,9
20,decimal_addition_q1,decimal_addition,0,10
20,decimal_addition_q2,decimal_addition,0,11
20,decimal_addition_q3,decimal_addition,0,12
20,decimal_addition_q4,decimal_addition,0,13
20,decimal_addition_q5,decimal_addition,0,14
20,decimal_addition_q6,decimal_addition,0,15
20,decimal_addition_q7,decimal_addition,1,16
20,decimal_addition_q8,decimal_addition,1,17
20,decimal_addition_q9,decimal_addition,0,18
20,decimal_addition_q10,decimal_addition,0,19
20,place_value_q1,place_value,0,20
20,place_value_q2,place_value,0,21
20,place_value_q3,place_value,0,22
20,place_value_q4,place_value,0,23
20,place_value_q5,place_value,0,24
20,place_value_q6,place_value,0,25
20,place_value_q7,place_value,0,26
20,place_value_q8,place_value,0,27
20,place_value_q9,place_value,0,28
20,place_value_q10,place_value,0,29
21,decimal_comparison_q1,decimal_comparison,1,0
21,decimal_comparison_q2,decimal_comparison,1,1
21,decimal_comparison_q3,decimal_comparison,1,2
21,decimal_comparison_q4,decimal_comparison,1,3
21,decimal_comparison_q5,decimal_comparison,1,4
21,decimal_comparison_q6,decimal_comparison,1,5
21,decimal_comparison_q7,decimal_comparison,1,6
21,decimal_comparison_q8,decimal_comparison,1,7
21,decimal_comparison_q9,decimal_comparison,1,8
21,decimal_comparison_q10,decimal_comparison,1,9
21,decimal_addition_q1,decimal_addition,1,10
21,decimal_addition_q2,decimal_addition,1,11
21,decimal_addition_q3,decimal_addition,1,12
21,decimal_addition_q4,decimal_addition,0,13
21,decimal_addition_q5,decimal_addition,1,14
21,decimal_addition_q6,decimal_addition,1,15
21,decimal_addition_q7,decimal_addition,0,16
21,decimal_addition_q8,decimal_addition,1,17
21,decimal_addition_q9,decimal_addition,1,18
21,decimal_addition_q10,decimal_addition,1,19
21,place_value_q1,place_value,1,20
21,place_value_q2,place_value,0,21
21,place_value_q3,place_value,1,22
21,place_value_q4,place_value,1,23
21,place_value_q5,place_value,1,24
21,place_value_q6,place_value,1,25
21,place_value_q7,place_value,1,26
21,place_value_q8,place_value,1,27
21,place_value_q9,place_value,1,28
21,place_value_q10,place_value,0,29
22,decimal_comparison_q1,decimal_comparison,1,0
22,decimal_comparison_q2,decimal_comparison,1,1
22,decimal_comparison_q3,decimal_comparison,1,2
22,decimal_comparison_q4,decimal_comparison,1,3
22,decimal_comparison_q5,decimal_comparison,1,4
22,decimal_comparison_q6,decimal_comparison,1,5
22,decimal_comparison_q7,decimal_comparison,1,6
22,decimal_comparison_q8,decimal_comparison,1,7
22,decimal_comparison_q9,decimal_comparison,1,8
22,decimal_comparison_q10,decimal_comparison,0,9
22,decimal_addition_q1,decimal_addition,1,10
22,decimal_addition_q2,decimal_addition,1,11
